172,124,133
164,123,140
165,123,139
164,123,139
164,123,139
164,124,140
157,124,140
167,123,139
165,117,139
165,123,133
164,123,140
165,124,140
165,124,139
165,123,140
165,117,140
166,121,140
165,123,133
165,125,140
166,124,139
166,124,141
166,124,140
166,118,140
165,124,140
166,124,140
